Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,timelimit,reset,
47,1645450391293,21/02/2022 13:33:11,1645450394158,1,21/02/2022 14:33:14,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,25,12,1,Screen 1,Zone1,timelimit_screen,2999.5169999999925,,,,,0,1,0,,,1,,1,demonstration,3000,250,
48,1645450391694,21/02/2022 13:33:11,1645450394560,1,21/02/2022 14:33:14,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,25,12,2,Screen 2,advancementZone,response_keyboard_single,392,,,spacebar,1,0,1,0,,,,,1,demonstration,3000,250,
49,1645450392687,21/02/2022 13:33:12,1645450395558,1,21/02/2022 14:33:15,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,25,12,3,Screen 3,advancementZone,timelimit_screen,1000.1649999999936,,,,,0,1,0,,,1,,1,demonstration,3000,250,
50,1645450392945,21/02/2022 13:33:12,1645450395808,1,21/02/2022 14:33:15,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,25,12,5,end,Zone1,timelimit_screen,249.94600000001083,,,,,0,1,0,,,1,,1,demonstration,3000,250,
51,1645450399944,21/02/2022 13:33:19,1645450402807,1,21/02/2022 14:33:22,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,31,13,1,Screen 1,Zone1,timelimit_screen,6999.201000000001,,,,,0,1,0,,,1,,1,demonstration,7000,250,
52,1645450400289,21/02/2022 13:33:20,1645450403161,1,21/02/2022 14:33:23,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,31,13,2,Screen 2,advancementZone,response_keyboard_single,343.60000002384186,,,spacebar,1,0,1,0,,,,,1,demonstration,7000,250,
53,1645450401293,21/02/2022 13:33:21,1645450404157,1,21/02/2022 14:33:24,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,31,13,3,Screen 3,advancementZone,timelimit_screen,1000.0370000000112,,,,,0,1,0,,,1,,1,demonstration,7000,250,
54,1645450401527,21/02/2022 13:33:21,1645450404407,1,21/02/2022 14:33:24,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,31,13,5,end,Zone1,timelimit_screen,249.8799999999901,,,,,0,1,0,,,1,,1,demonstration,7000,250,
55,1645450403543,21/02/2022 13:33:23,1645450406406,1,21/02/2022 14:33:26,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,22,14,1,Screen 1,Zone1,timelimit_screen,1999.5250000000087,,,,,0,1,0,,,1,,1,demonstration,2000,250,
56,1645450404527,21/02/2022 13:33:24,1645450407385,1,21/02/2022 14:33:27,73265,15,task-3l6b,,19641617,BLIND,5823435,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1280x720,1280x569,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,22,14,2,Screen 2,advancementZone,response_keyboard_single,967.9000000953674,,,spacebar,1,0,1,0,,,,,1,demonstration,2000,250,
