Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Time Elapsed,Internal Node ID,Correct,accuracy_pic_trial,accuracy,trial_dur,match,accuracy_color_trial,prop_correct,minutes,,accuracy_percentage,phase,correct_resp,correct_response
36,1647012646236,11/03/2022 15:30:46,1647012646199,1,11/03/2022 16:30:46,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,612.9000000059605,/task/320432/9/asset/white.png,,, ,image-keyboard-response,35,102835,0.0-2.2-2.16,,,1,2400,1,1,0.9411764705882353,1.0867666666666667,,,test,, 
37,1647012648663,11/03/2022 15:30:48,1647012648634,1,11/03/2022 16:30:48,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,456.80000001192093,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,36,105271,0.0-2.2-0.17,,1,1,2430,,,0.9342857142857144,,,,test,,f
38,1647012651147,11/03/2022 15:30:51,1647012651114,1,11/03/2022 16:30:51,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,769.8999999910593,/task/320432/9/asset/white.png,,, ,image-keyboard-response,37,107751,0.0-2.2-2.17,,,1,2460,1,1,0.9444444444444444,1.1686833333333333,,,test,, 
39,1647012653651,11/03/2022 15:30:53,1647012653608,1,11/03/2022 16:30:53,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,597.5,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,38,110244,0.0-2.2-0.18,,1,1,2490,,,0.9378378378378379,,,,test,,j
40,1647012656169,11/03/2022 15:30:56,1647012656133,1,11/03/2022 16:30:56,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,725.0999999940395,/task/320432/9/asset/white.png,,, ,image-keyboard-response,39,112769,0.0-2.2-2.18,,,1,2520,1,1,0.9473684210526315,1.2523333333333333,,,test,, 
41,1647012658724,11/03/2022 15:30:58,1647012658688,1,11/03/2022 16:30:58,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,663.5,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,40,115324,0.0-2.2-0.19,,1,1,2550,,,0.9410256410256411,,,,test,,f
42,1647012661316,11/03/2022 15:31:01,1647012661274,1,11/03/2022 16:31:01,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,629,/task/320432/9/asset/white.png,,, ,image-keyboard-response,41,117910,0.0-2.2-2.19,,,1,2580,1,1,0.95,1.3380166666666666,,,test,, 
43,1647012663929,11/03/2022 15:31:03,1647012663889,1,11/03/2022 16:31:03,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,820.5999999940395,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,42,120525,0.0-2.2-0.20,,1,1,2610,,,0.9439024390243903,,,,test,,f
44,1647012666577,11/03/2022 15:31:06,1647012666534,1,11/03/2022 16:31:06,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,652.7999999970198,/task/320432/9/asset/white.png,,, ,image-keyboard-response,43,123171,0.0-2.2-2.20,,,1,2640,1,1,0.9523809523809523,1.4256833333333334,,,test,, 
45,1647012669251,11/03/2022 15:31:09,1647012669208,1,11/03/2022 16:31:09,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,576.3000000119209,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,44,125844,0.0-2.2-0.21,,1,1,2670,,,0.9465116279069768,,,,test,,j
46,1647012671950,11/03/2022 15:31:11,1647012671918,1,11/03/2022 16:31:11,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,465.59999999403954,/task/320432/9/asset/white.png,,, ,image-keyboard-response,45,128555,0.0-2.2-2.21,,,1,2700,1,1,0.9545454545454546,1.5154166666666666,,,test,, 
47,1647012674699,11/03/2022 15:31:14,1647012674654,1,11/03/2022 16:31:14,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,520.6000000089407,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,46,131290,0.0-2.2-0.22,,1,1,2730,,,0.948888888888889,,,,test,,j
48,1647012677462,11/03/2022 15:31:17,1647012677427,1,11/03/2022 16:31:17,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,47,134063,0.0-2.2-2.22,,,1,2760,,1,0.9565217391304348,1.6072333333333333,,,test,,
49,1647012680254,11/03/2022 15:31:20,1647012680222,1,11/03/2022 16:31:20,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,596,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,48,136858,0.0-2.2-0.23,,1,1,2790,,,0.9510638297872341,,,,test,,j
50,1647012683092,11/03/2022 15:31:23,1647012683047,1,11/03/2022 16:31:23,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,749.7000000029802,/task/320432/9/asset/green.png,,, ,image-keyboard-response,49,139684,0.0-2.2-2.23,,,1,2820,1,1,0.9583333333333334,1.7009,,,test,, 
51,1647012685935,11/03/2022 15:31:25,1647012685903,1,11/03/2022 16:31:25,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,622.2000000029802,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,50,142540,0.0-2.3-0.24,,1,1,2850,,,0.953061224489796,,,,test,,j
52,1647012688830,11/03/2022 15:31:28,1647012688789,1,11/03/2022 16:31:28,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,350.29999999701977,/task/320432/9/asset/green.png,,, ,image-keyboard-response,51,145426,0.0-2.3-2.24,,,1,2880,1,1,0.96,1.7966,,,test,, 
53,1647012691732,11/03/2022 15:31:31,1647012691704,1,11/03/2022 16:31:31,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,625.7999999970198,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,52,148341,0.0-2.3-0.25,,1,1,2910,,,0.9549019607843138,,,,test,,f
54,1647012694695,11/03/2022 15:31:34,1647012694649,1,11/03/2022 16:31:34,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,53,151286,0.0-2.3-2.25,,,1,2940,,1,0.9615384615384616,1.8942666666666668,,,test,,
55,1647012697669,11/03/2022 15:31:37,1647012697626,1,11/03/2022 16:31:37,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,667.8999999910593,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,54,154262,0.0-2.3-0.26,,1,1,2970,,,0.9566037735849057,,,,test,,j
56,1647012700661,11/03/2022 15:31:40,1647012700632,1,11/03/2022 16:31:40,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,721.7000000029802,/task/320432/9/asset/white.png,,, ,image-keyboard-response,55,157269,0.0-2.3-2.26,,,1,3000,1,1,0.9629629629629629,1.9939833333333334,,,test,, 
57,1647012703703,11/03/2022 15:31:43,1647012703670,1,11/03/2022 16:31:43,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,526.1999999880791,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,56,160306,0.0-2.3-0.27,,1,1,3030,,,0.9581818181818181,,,,test,,j
58,1647012706779,11/03/2022 15:31:46,1647012706738,1,11/03/2022 16:31:46,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,519,/task/320432/9/asset/white.png,,, ,image-keyboard-response,57,163375,0.0-2.3-2.27,,,1,3060,1,1,0.9642857142857143,2.09575,,,test,, 
59,1647012709877,11/03/2022 15:31:49,1647012709834,1,11/03/2022 16:31:49,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,692.7000000029802,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,58,166470,0.0-2.3-0.28,,1,1,3090,,,0.9596491228070176,,,,test,,f
60,1647012712999,11/03/2022 15:31:52,1647012712959,1,11/03/2022 16:31:52,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,659.8999999910593,/task/320432/9/asset/white.png,,, ,image-keyboard-response,59,169596,0.0-2.3-2.28,,,1,3120,1,1,0.9655172413793104,2.1994333333333334,,,test,, 
61,1647012716159,11/03/2022 15:31:56,1647012716116,1,11/03/2022 16:31:56,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,543.7999999970198,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,60,172752,0.0-2.3-0.29,,1,1,3150,,,0.9610169491525424,,,,test,,j
62,1647012719341,11/03/2022 15:31:59,1647012719304,1,11/03/2022 16:31:59,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,61,175941,0.0-2.3-2.29,,,1,3180,,1,0.9666666666666667,2.3051833333333334,,,test,,
63,1647012722620,11/03/2022 15:32:02,1647012722519,1,11/03/2022 16:32:02,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,558.9000000059605,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,62,179155,0.0-2.3-0.30,,1,1,3210,,,0.9622950819672131,,,,test,,j
64,1647012725799,11/03/2022 15:32:05,1647012725765,1,11/03/2022 16:32:05,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,671.0999999940395,/task/320432/9/asset/green.png,,, ,image-keyboard-response,63,182401,0.0-2.3-2.30,,,1,3240,1,1,0.967741935483871,2.4128666666666665,,,test,, 
65,1647012729066,11/03/2022 15:32:09,1647012729040,1,11/03/2022 16:32:09,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,513.5999999940395,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,64,185676,0.0-2.3-0.31,,1,1,3270,,,0.9634920634920635,,,,test,,j
66,1647012732376,11/03/2022 15:32:12,1647012732349,1,11/03/2022 16:32:12,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,619.3999999910593,/task/320432/9/asset/green.png,,, ,image-keyboard-response,65,188985,0.0-2.3-2.31,,,1,3300,1,1,0.96875,2.5226,,,test,, 
67,1647012735722,11/03/2022 15:32:15,1647012735683,1,11/03/2022 16:32:15,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,651.2999999970198,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,66,192319,0.0-2.4-0.32,,1,1,3330,,,0.9646153846153845,,,,test,,f
68,1647012739106,11/03/2022 15:32:19,1647012739048,1,11/03/2022 16:32:19,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,715.9000000059605,/task/320432/9/asset/green.png,,, ,image-keyboard-response,67,195684,0.0-2.4-2.32,,,1,3360,1,1,0.9696969696969697,2.63425,,,test,, 
69,1647012742515,11/03/2022 15:32:22,1647012742442,1,11/03/2022 16:32:22,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,623.7999999970198,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,68,199079,0.0-2.4-0.33,,1,1,3390,,,0.9656716417910448,,,,test,,j
70,1647012745919,11/03/2022 15:32:25,1647012745870,1,11/03/2022 16:32:25,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,578.5,/task/320432/9/asset/green.png,,, ,image-keyboard-response,69,202507,0.0-2.4-2.33,,,1,3420,1,1,0.9705882352941176,2.74795,,,test,, 
71,1647012749363,11/03/2022 15:32:29,1647012749325,1,11/03/2022 16:32:29,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,569.2999999970198,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,70,205962,0.0-2.4-0.34,,1,1,3450,,,0.9666666666666667,,,,test,,j
72,1647012752856,11/03/2022 15:32:32,1647012752813,1,11/03/2022 16:32:32,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,560.8000000119209,/task/320432/9/asset/green.png,,, ,image-keyboard-response,71,209449,0.0-2.4-2.34,,,1,3480,1,1,0.9714285714285714,2.8636666666666666,,,test,, 
73,1647012756357,11/03/2022 15:32:36,1647012756328,1,11/03/2022 16:32:36,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,530.4000000059605,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,72,212964,0.0-2.4-0.35,,1,1,3510,,,0.967605633802817,,,,test,,j
74,1647012759915,11/03/2022 15:32:39,1647012759875,1,11/03/2022 16:32:39,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/yellow.png,,,,image-keyboard-response,73,216511,0.0-2.4-2.35,,,1,3540,,1,0.9722222222222222,2.9813666666666667,,,test,,
75,1647012763481,11/03/2022 15:32:43,1647012763451,1,11/03/2022 16:32:43,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,652.6000000089407,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,74,220087,0.0-2.4-0.36,,1,1,3570,,,0.9684931506849316,,,,test,,f
76,1647012767098,11/03/2022 15:32:47,1647012767057,1,11/03/2022 16:32:47,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/black.png,,,,image-keyboard-response,75,223693,0.0-2.4-2.36,,,1,3600,,1,0.972972972972973,3.1010666666666666,,,test,,
77,1647012770723,11/03/2022 15:32:50,1647012770696,1,11/03/2022 16:32:50,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,803.5999999940395,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,76,227332,0.0-2.4-0.37,,1,1,3630,,,0.9693333333333332,,,,test,,f
78,1647012774417,11/03/2022 15:32:54,1647012774363,1,11/03/2022 16:32:54,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,742.9000000059605,/task/320432/9/asset/black.png,,, ,image-keyboard-response,77,230999,0.0-2.4-2.37,,,1,3660,1,1,0.9736842105263158,3.2228333333333334,,,test,, 
79,1647012778096,11/03/2022 15:32:58,1647012778058,1,11/03/2022 16:32:58,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,581.0999999940395,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,78,234694,0.0-2.4-0.38,,1,1,3690,,,0.9701298701298702,,,,test,,j
80,1647012781815,11/03/2022 15:33:01,1647012781784,1,11/03/2022 16:33:01,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,372.1000000089407,/task/320432/9/asset/black.png,,, ,image-keyboard-response,79,238421,0.0-2.4-2.38,,,1,3720,1,1,0.9743589743589743,3.3465166666666666,,,test,, 
81,1647012785570,11/03/2022 15:33:05,1647012785540,1,11/03/2022 16:33:05,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,664.2000000029802,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,80,242176,0.0-2.4-0.39,,1,1,3750,,,0.9708860759493672,,,,test,,j
82,1647012789362,11/03/2022 15:33:09,1647012789326,1,11/03/2022 16:33:09,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/yellow.png,,,,image-keyboard-response,81,245963,0.0-2.4-2.39,,,1,3780,,1,0.975,3.4722166666666667,,,test,,
83,1647012793166,11/03/2022 15:33:13,1647012793141,1,11/03/2022 16:33:13,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,651.1999999880791,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,82,249777,0.0-2.5-0.40,,1,1,3810,,,0.971604938271605,,,,test,,f
84,1647012797031,11/03/2022 15:33:17,1647012796985,1,11/03/2022 16:33:16,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/purple.png,,,,image-keyboard-response,83,253622,0.0-2.5-2.40,,,1,3840,,1,0.975609756097561,3.5998666666666668,,,test,,
85,1647012800886,11/03/2022 15:33:20,1647012800858,1,11/03/2022 16:33:20,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,689.0999999940395,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,84,257494,0.0-2.5-0.41,,1,1,3870,,,0.9722891566265061,,,,test,,j
86,1647012804808,11/03/2022 15:33:24,1647012804764,1,11/03/2022 16:33:24,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,830.0999999940395,/task/320432/9/asset/purple.png,,, ,image-keyboard-response,85,261399,0.0-2.5-2.41,,,1,3900,1,1,0.9761904761904762,3.7295166666666666,,,test,, 
87,1647012808742,11/03/2022 15:33:28,1647012808700,1,11/03/2022 16:33:28,73265,15,task-2i7q,,20304026,BLIND,6022522,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x720,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,578.7999999970198,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,86,265336,0.0-2.5-0.42,,1,1,3930,,,0.9729411764705881,,,,test,,j
