Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Time Elapsed,Internal Node ID,Correct,accuracy_pic_trial,accuracy,trial_dur,match,accuracy_color_trial,prop_correct,minutes,,accuracy_percentage,phase,correct_resp,correct_response
1,1644955099102,15/02/2022 19:58:19,1644955098764,1,15/02/2022 20:58:18,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,,,,,fullscreen,0,49960,0.0-0.0,,,,,,,,,,,,,
2,1644955125723,15/02/2022 19:58:45,1644955125663,1,15/02/2022 20:58:45,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,26896,,,,,instructions,1,76860,0.0-1.0,,,,,,,,,2022-02-15T19:58:45.663Z,[1],test,,
3,1644955127271,15/02/2022 19:58:47,1644955127170,1,15/02/2022 20:58:47,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,910,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,2,78366,0.0-2.0-0.0,,1,1,1500,,,0.7,,,,test,,f
4,1644955128750,15/02/2022 19:58:48,1644955128677,1,15/02/2022 20:58:48,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,3,79873,0.0-2.0-2.0,,,1,1500,,1,1,0.05023333333333333,,,test,,
5,1644955130250,15/02/2022 19:58:50,1644955130184,1,15/02/2022 20:58:50,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1050,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,4,81380,0.0-2.0-0.1,,1,1,1500,,,0.9,,,,test,,f
6,1644955131744,15/02/2022 19:58:51,1644955131691,1,15/02/2022 20:58:51,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/blue.png,,,,image-keyboard-response,5,82887,0.0-2.0-2.1,,,1,1500,,1,1,0.10046666666666666,,,test,,
7,1644955133280,15/02/2022 19:58:53,1644955133197,1,15/02/2022 20:58:53,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,810,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,6,84394,0.0-2.0-0.2,,1,1,1500,,,0.9400000000000001,,,,test,,j
8,1644955134797,15/02/2022 19:58:54,1644955134735,1,15/02/2022 20:58:54,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,740,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,7,85932,0.0-2.0-2.2,,,1,1530,1,1,1,0.1512,,,test,, 
9,1644955136373,15/02/2022 19:58:56,1644955136273,1,15/02/2022 20:58:56,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,580,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,8,87469,0.0-2.0-0.3,,1,1,1530,,,0.9571428571428571,,,,test,,f
10,1644955137897,15/02/2022 19:58:57,1644955137840,1,15/02/2022 20:58:57,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,9,89036,0.0-2.0-2.3,,,1,1560,,1,1,0.20295,,,test,,
11,1644955139467,15/02/2022 19:58:59,1644955139406,1,15/02/2022 20:58:59,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,744,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,10,90603,0.0-2.0-0.4,,1,1,1560,,,0.9666666666666666,,,,test,,j
12,1644955141064,15/02/2022 19:59:01,1644955141003,1,15/02/2022 20:59:01,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/black.png,,,,image-keyboard-response,11,92199,0.0-2.0-2.4,,,1,1590,,1,1,0.25566666666666665,,,test,,
13,1644955142657,15/02/2022 19:59:02,1644955142601,1,15/02/2022 20:59:02,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,615,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,12,93797,0.0-2.0-0.5,,1,1,1590,,,0.9727272727272727,,,,test,,j
14,1644955144290,15/02/2022 19:59:04,1644955144229,1,15/02/2022 20:59:04,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,693,/task/320432/9/asset/black.png,,, ,image-keyboard-response,13,95426,0.0-2.0-2.5,,,1,1620,1,1,1,0.30943333333333334,,,test,, 
15,1644955145931,15/02/2022 19:59:05,1644955145862,1,15/02/2022 20:59:05,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,572,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,14,97058,0.0-2.0-0.6,,1,1,1620,,,0.9769230769230769,,,,test,,f
16,1644955147590,15/02/2022 19:59:07,1644955147520,1,15/02/2022 20:59:07,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,599,/task/320432/9/asset/black.png,,, ,image-keyboard-response,15,98716,0.0-2.0-2.6,,,1,1650,1,1,1,0.36428333333333335,,,test,, 
17,1644955149232,15/02/2022 19:59:09,1644955149177,1,15/02/2022 20:59:09,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,866,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,16,100374,0.0-2.0-0.7,,1,1,1650,,,0.98,,,,test,,f
18,1644955150924,15/02/2022 19:59:10,1644955150863,1,15/02/2022 20:59:10,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/yellow.png,,,,image-keyboard-response,17,102060,0.0-2.0-2.7,,,1,1680,,1,1,0.42,,,test,,
19,1644955152626,15/02/2022 19:59:12,1644955152551,1,15/02/2022 20:59:12,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,953,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,18,103747,0.0-2.1-0.8,,1,1,1680,,,0.9823529411764708,,,,test,,f
20,1644955154337,15/02/2022 19:59:14,1644955154268,1,15/02/2022 20:59:14,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/purple.png,,,,image-keyboard-response,19,105464,0.0-2.1-2.8,,,1,1710,,1,1,0.47675,,,test,,
21,1644955156058,15/02/2022 19:59:16,1644955155985,1,15/02/2022 20:59:15,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,630,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,20,107181,0.0-2.1-0.9,,1,1,1710,,,0.9842105263157894,,,,test,,j
22,1644955157797,15/02/2022 19:59:17,1644955157733,1,15/02/2022 20:59:17,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1090,/task/320432/9/asset/purple.png,,, ,image-keyboard-response,21,108930,0.0-2.1-2.9,,,1,1740,1,1,1,0.5345,,,test,, 
23,1644955159536,15/02/2022 19:59:19,1644955159481,1,15/02/2022 20:59:19,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1139,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,22,110678,0.0-2.1-0.10,,1,1,1740,,,0.9857142857142857,,,,test,,f
24,1644955161336,15/02/2022 19:59:21,1644955161259,1,15/02/2022 20:59:21,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,676,/task/320432/9/asset/purple.png,,, ,image-keyboard-response,23,112455,0.0-2.1-2.10,,,1,1770,1,1,1,0.5932666666666667,,,test,, 
25,1644955163168,15/02/2022 19:59:23,1644955163036,1,15/02/2022 20:59:23,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,645,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,24,114233,0.0-2.1-0.11,,1,1,1770,,,0.9869565217391305,,,,test,,f
26,1644955164906,15/02/2022 19:59:24,1644955164842,1,15/02/2022 20:59:24,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,25,116038,0.0-2.1-2.11,,,1,1800,,1,1,0.6529833333333334,,,test,,
27,1644955166710,15/02/2022 19:59:26,1644955166647,1,15/02/2022 20:59:26,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,508,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,26,117844,0.0-2.1-0.12,,1,1,1800,,,0.988,,,,test,,f
28,1644955168570,15/02/2022 19:59:28,1644955168486,1,15/02/2022 20:59:28,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,934,/task/320432/9/asset/green.png,,, ,image-keyboard-response,27,119682,0.0-2.1-2.12,,,1,1830,1,1,1,0.7137166666666667,,,test,, 
29,1644955170386,15/02/2022 19:59:30,1644955170324,1,15/02/2022 20:59:30,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,563,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,28,121520,0.0-2.1-0.13,,1,1,1830,,,0.9888888888888888,,,,test,,f
30,1644955172251,15/02/2022 19:59:32,1644955172192,1,15/02/2022 20:59:32,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,29,123389,0.0-2.1-2.13,,,1,1860,,1,1,0.7754833333333333,,,test,,
31,1644955174110,15/02/2022 19:59:34,1644955174059,1,15/02/2022 20:59:34,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,582.0000000000146,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,30,125256,0.0-2.1-0.14,,1,1,1860,,,0.9896551724137931,,,,test,,f
32,1644955176020,15/02/2022 19:59:36,1644955175954,1,15/02/2022 20:59:35,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,497,/task/320432/9/asset/white.png,,, ,image-keyboard-response,31,127150,0.0-2.1-2.14,,,1,1890,1,1,1,0.8381833333333333,,,test,, 
33,1644955177905,15/02/2022 19:59:37,1644955177850,1,15/02/2022 20:59:37,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,724.9999999999854,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,32,129046,0.0-2.1-0.15,,1,1,1890,,,0.9903225806451613,,,,test,,j
34,1644955179842,15/02/2022 19:59:39,1644955179777,1,15/02/2022 20:59:39,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,751.9999999999854,/task/320432/9/asset/white.png,,, ,image-keyboard-response,33,130973,0.0-2.1-2.15,,,1,1920,1,1,1,0.9019,,,test,, 
35,1644955181765,15/02/2022 19:59:41,1644955181704,1,15/02/2022 20:59:41,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,739,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,34,132900,0.0-2.2-0.16,,1,1,1920,,,0.990909090909091,,,,test,,f
36,1644955183725,15/02/2022 19:59:43,1644955183660,1,15/02/2022 20:59:43,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,553,/task/320432/9/asset/white.png,,, ,image-keyboard-response,35,134857,0.0-2.2-2.16,,,1,1950,1,1,1,0.9666166666666667,,,test,, 
37,1644955185670,15/02/2022 19:59:45,1644955185616,1,15/02/2022 20:59:45,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,703.0000000000291,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,36,136813,0.0-2.2-0.17,,1,1,1950,,,0.9914285714285715,,,,test,,j
38,1644955187673,15/02/2022 19:59:47,1644955187603,1,15/02/2022 20:59:47,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/black.png,,,,image-keyboard-response,37,138800,0.0-2.2-2.17,,,1,1980,,1,1,1.0323333333333333,,,test,,
39,1644955189666,15/02/2022 19:59:49,1644955189592,1,15/02/2022 20:59:49,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,548,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,38,140787,0.0-2.2-0.18,,1,1,1980,,,0.991891891891892,,,,test,,j
40,1644955191672,15/02/2022 19:59:51,1644955191608,1,15/02/2022 20:59:51,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,39,142805,0.0-2.2-2.18,,,1,2010,,1,1,1.0990833333333334,,,test,,
41,1644955193677,15/02/2022 19:59:53,1644955193624,1,15/02/2022 20:59:53,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,557,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,40,144820,0.0-2.2-0.19,,1,1,2010,,,0.9923076923076923,,,,test,,j
42,1644955195739,15/02/2022 19:59:55,1644955195670,1,15/02/2022 20:59:55,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1386,/task/320432/9/asset/green.png,,, ,image-keyboard-response,41,146867,0.0-2.2-2.19,,,1,2040,1,1,1,1.1667833333333333,,,test,, 
43,1644955197779,15/02/2022 19:59:57,1644955197721,1,15/02/2022 20:59:57,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,658.0000000000291,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,42,148918,0.0-2.2-0.20,,1,1,2040,,,0.9926829268292684,,,,test,,j
44,1644955199852,15/02/2022 19:59:59,1644955199798,1,15/02/2022 20:59:59,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,679,/task/320432/9/asset/green.png,,, ,image-keyboard-response,43,150995,0.0-2.2-2.20,,,1,2070,1,1,1,1.2355833333333333,,,test,, 
45,1644955201947,15/02/2022 20:00:01,1644955201875,1,15/02/2022 21:00:01,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,540.0000000000291,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,44,153071,0.0-2.2-0.21,,1,1,2070,,,0.9930232558139536,,,,test,,f
46,1644955204042,15/02/2022 20:00:04,1644955203982,1,15/02/2022 21:00:03,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,532,/task/320432/9/asset/green.png,,, ,image-keyboard-response,45,155178,0.0-2.2-2.21,,,1,2100,1,1,1,1.3053166666666667,,,test,, 
47,1644955206160,15/02/2022 20:00:06,1644955206089,1,15/02/2022 21:00:06,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,510,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,46,157285,0.0-2.2-0.22,,1,1,2100,,,0.9933333333333334,,,,test,,j
48,1644955208277,15/02/2022 20:00:08,1644955208226,1,15/02/2022 21:00:08,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,47,159423,0.0-2.2-2.22,,,1,2130,,1,1,1.37605,,,test,,
49,1644955210417,15/02/2022 20:00:10,1644955210364,1,15/02/2022 21:00:10,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,583,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,48,161560,0.0-2.2-0.23,,1,1,2130,,,0.9936170212765958,,,,test,,j
50,1644955212599,15/02/2022 20:00:12,1644955212533,1,15/02/2022 21:00:12,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,476,/task/320432/9/asset/white.png,,, ,image-keyboard-response,49,163729,0.0-2.2-2.23,,,1,2160,1,1,1,1.4478333333333333,,,test,, 
51,1644955214758,15/02/2022 20:00:14,1644955214703,1,15/02/2022 21:00:14,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,651,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,50,165897,0.0-2.3-0.24,,1,1,2160,,,0.9938775510204082,,,,test,,j
52,1644955216965,15/02/2022 20:00:16,1644955216900,1,15/02/2022 21:00:16,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,803,/task/320432/9/asset/white.png,,, ,image-keyboard-response,51,168096,0.0-2.3-2.24,,,1,2190,1,1,1,1.5206166666666667,,,test,, 
53,1644955219164,15/02/2022 20:00:19,1644955219097,1,15/02/2022 21:00:19,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,789,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,52,170293,0.0-2.3-0.25,,1,1,2190,,,0.9941176470588236,,,,test,,j
54,1644955221388,15/02/2022 20:00:21,1644955221324,1,15/02/2022 21:00:21,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,677,/task/320432/9/asset/white.png,,, ,image-keyboard-response,53,172520,0.0-2.3-2.25,,,1,2220,1,1,1,1.59435,,,test,, 
