Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Time Elapsed,Internal Node ID,Correct,accuracy_pic_trial,accuracy,trial_dur,match,accuracy_color_trial,prop_correct,minutes,,accuracy_percentage,phase,correct_resp,correct_response
11,1644932749888,15/02/2022 13:45:49,1644932749812,1,15/02/2022 14:45:49,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,643.4000000953674,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,10,23338,0.0-2.0-0.4,,1,1,1650,,,0.8222222222222223,,,,test,,f
12,1644932751578,15/02/2022 13:45:51,1644932751504,1,15/02/2022 14:45:51,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,11,25030,0.0-2.0-2.4,,,1,1680,,1,0.8699999999999999,0.26225,,,test,,
13,1644932753296,15/02/2022 13:45:53,1644932753222,1,15/02/2022 14:45:53,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1070.9000000953674,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,12,26747,0.0-2.0-0.5,,1,1,1710,,,0.8545454545454546,,,,test,,j
14,1644932755047,15/02/2022 13:45:55,1644932754970,1,15/02/2022 14:45:54,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,783.7000000476837,/task/320432/9/asset/white.png,,, ,image-keyboard-response,13,28496,0.0-2.0-2.5,,,1,1740,1,1,0.8916666666666666,0.32001666666666667,,,test,, 
15,1644932756833,15/02/2022 13:45:56,1644932756751,1,15/02/2022 14:45:56,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,719.8000001907349,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,14,30276,0.0-2.0-0.6,,1,1,1770,,,0.8769230769230769,,,,test,,f
16,1644932758636,15/02/2022 13:45:58,1644932758558,1,15/02/2022 14:45:58,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,15,32084,0.0-2.0-2.6,,,1,1800,,1,0.9071428571428571,0.3798166666666667,,,test,,
17,1644932760487,15/02/2022 13:46:00,1644932760398,1,15/02/2022 14:46:00,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,667.4000000953674,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,16,33924,0.0-2.0-0.7,,1,1,1830,,,0.8933333333333332,,,,test,,j
18,1644932762351,15/02/2022 13:46:02,1644932762265,1,15/02/2022 14:46:02,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/black.png,,,,image-keyboard-response,17,35790,0.0-2.0-2.7,,,1,1860,,1,0.91875,0.4416,,,test,,
19,1644932764253,15/02/2022 13:46:04,1644932764164,1,15/02/2022 14:46:04,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,598.2000000476837,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,18,37689,0.0-2.1-0.8,,1,1,1890,,,0.9058823529411765,,,,test,,j
20,1644932766167,15/02/2022 13:46:06,1644932766095,1,15/02/2022 14:46:06,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/black.png,,, ,image-keyboard-response,19,39620,0.0-2.1-2.8,,,,1920,1,,0.8555555555555556,0.5054166666666666,,,test,, 
21,1644932766269,15/02/2022 13:46:06,1644932766201,1,15/02/2022 14:46:06,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,"<span style=""color:red;font-size:50px;font-weight: bold;"">FOUT!</span>",,,,html-keyboard-response,20,39727,0.0-2.1-3.8-0.8,,,,,,,,,,,,,
22,1644932768249,15/02/2022 13:46:08,1644932768158,1,15/02/2022 14:46:08,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1598.5999999046326,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,21,41684,0.0-2.1-0.9,,1,1,1950,,,0.805,,,,test,,j
23,1644932770219,15/02/2022 13:46:10,1644932770148,1,15/02/2022 14:46:10,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/red.png,,,,image-keyboard-response,22,43673,0.0-2.1-2.9,,,1,1980,,1,0.8285714285714285,0.5729833333333333,,,test,,
24,1644932772245,15/02/2022 13:46:12,1644932772163,1,15/02/2022 14:46:12,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,562.2999999523163,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,23,45689,0.0-2.1-0.10,,1,1,2010,,,0.8227272727272728,,,,test,,j
25,1644932774302,15/02/2022 13:46:14,1644932774214,1,15/02/2022 14:46:14,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/blue.png,,,,image-keyboard-response,24,47739,0.0-2.1-2.10,,,1,2040,,1,0.8434782608695651,0.6407333333333334,,,test,,
26,1644932776360,15/02/2022 13:46:16,1644932776291,1,15/02/2022 14:46:16,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,756.7999999523163,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,25,49817,0.0-2.1-0.11,,1,1,2070,,,0.8375,,,,test,,f
27,1644932778485,15/02/2022 13:46:18,1644932778398,1,15/02/2022 14:46:18,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,581.8000001907349,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,26,51923,0.0-2.1-2.11,,,1,2100,1,1,0.856,0.7104833333333334,,,test,, 
28,1644932780611,15/02/2022 13:46:20,1644932780536,1,15/02/2022 14:46:20,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,730.7999999523163,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,27,54062,0.0-2.1-0.12,,1,1,2130,,,0.8500000000000001,,,,test,,j
29,1644932782775,15/02/2022 13:46:22,1644932782707,1,15/02/2022 14:46:22,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,965.6000001430511,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,28,56233,0.0-2.1-2.12,,,1,2160,1,1,0.8666666666666666,0.7823,,,test,, 
30,1644932785003,15/02/2022 13:46:25,1644932784904,1,15/02/2022 14:46:24,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,633.2999999523163,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,29,58430,0.0-2.1-0.13,,1,1,2190,,,0.8607142857142858,,,,test,,j
31,1644932787205,15/02/2022 13:46:27,1644932787134,1,15/02/2022 14:46:27,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/pink.png,,,,image-keyboard-response,30,60659,0.0-2.1-2.13,,,1,2220,,1,0.8758620689655172,0.8560833333333333,,,test,,
32,1644932789465,15/02/2022 13:46:29,1644932789389,1,15/02/2022 14:46:29,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,779.7999999523163,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,31,62915,0.0-2.1-0.14,,1,1,2250,,,0.87,,,,test,,f
33,1644932791753,15/02/2022 13:46:31,1644932791677,1,15/02/2022 14:46:31,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,524.5,/task/320432/9/asset/pink.png,,, ,image-keyboard-response,32,65203,0.0-2.1-2.14,,,1,2280,1,1,0.8838709677419354,0.9318,,,test,, 
34,1644932794074,15/02/2022 13:46:34,1644932793997,1,15/02/2022 14:46:33,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,631.6000001430511,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,33,67522,0.0-2.1-0.15,,1,1,2310,,,0.8781249999999999,,,,test,,j
35,1644932796418,15/02/2022 13:46:36,1644932796346,1,15/02/2022 14:46:36,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,687.0999999046326,/task/320432/9/asset/pink.png,,, ,image-keyboard-response,34,69872,0.0-2.1-2.15,,,1,2340,1,1,0.8909090909090909,1.0096166666666666,,,test,, 
36,1644932798801,15/02/2022 13:46:38,1644932798722,1,15/02/2022 14:46:38,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1075.3999998569489,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,35,72248,0.0-2.2-0.16,,1,1,2370,,,0.8852941176470589,,,,test,,j
37,1644932801218,15/02/2022 13:46:41,1644932801133,1,15/02/2022 14:46:41,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/red.png,,,,image-keyboard-response,36,74658,0.0-2.2-2.16,,,1,2400,,1,0.8971428571428571,1.0894,,,test,,
38,1644932803641,15/02/2022 13:46:43,1644932803570,1,15/02/2022 14:46:43,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,572.5,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,37,77096,0.0-2.2-0.17,,1,1,2430,,,0.8916666666666667,,,,test,,j
39,1644932806116,15/02/2022 13:46:46,1644932806039,1,15/02/2022 14:46:46,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,38,79565,0.0-2.2-2.17,,,1,2460,,1,0.9027027027027028,1.1711666666666667,,,test,,
40,1644932808617,15/02/2022 13:46:48,1644932808535,1,15/02/2022 14:46:48,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,558.7999999523163,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,39,82061,0.0-2.2-0.18,,1,1,2490,,,0.8973684210526316,,,,test,,j
41,1644932811145,15/02/2022 13:46:51,1644932811063,1,15/02/2022 14:46:51,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,595.3999998569489,/task/320432/9/asset/white.png,,, ,image-keyboard-response,40,84589,0.0-2.2-2.18,,,1,2520,1,1,0.9076923076923078,1.2549,,,test,, 
42,1644932813692,15/02/2022 13:46:53,1644932813623,1,15/02/2022 14:46:53,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,611.2000000476837,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,41,87149,0.0-2.2-0.19,,1,1,2550,,,0.9025000000000001,,,,test,,j
43,1644932816288,15/02/2022 13:46:56,1644932816210,1,15/02/2022 14:46:56,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,588.2999999523163,/task/320432/9/asset/white.png,,, ,image-keyboard-response,42,89735,0.0-2.2-2.19,,,1,2580,1,1,0.9121951219512194,1.3406833333333332,,,test,, 
44,1644932818910,15/02/2022 13:46:58,1644932818828,1,15/02/2022 14:46:58,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,536.9000000953674,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,43,92354,0.0-2.2-0.20,,1,1,2610,,,0.907142857142857,,,,test,,j
45,1644932821569,15/02/2022 13:47:01,1644932821480,1,15/02/2022 14:47:01,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,44,95004,0.0-2.2-2.20,,,1,2640,,1,0.9162790697674418,1.4285166666666667,,,test,,
46,1644932824243,15/02/2022 13:47:04,1644932824156,1,15/02/2022 14:47:04,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,602,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,45,97682,0.0-2.2-0.21,,1,1,2670,,,0.9113636363636364,,,,test,,j
47,1644932826937,15/02/2022 13:47:06,1644932826864,1,15/02/2022 14:47:06,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,46,100389,0.0-2.2-2.21,,,1,2700,,1,0.9199999999999999,1.51825,,,test,,
48,1644932829674,15/02/2022 13:47:09,1644932829601,1,15/02/2022 14:47:09,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,526.0999999046326,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,47,103127,0.0-2.2-0.22,,1,1,2730,,,0.9152173913043479,,,,test,,j
49,1644932832439,15/02/2022 13:47:12,1644932832369,1,15/02/2022 14:47:12,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,563,/task/320432/9/asset/white.png,,, ,image-keyboard-response,48,105895,0.0-2.2-2.22,,,1,2760,1,1,0.923404255319149,1.61,,,test,, 
50,1644932835254,15/02/2022 13:47:15,1644932835169,1,15/02/2022 14:47:15,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,595.5,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,49,108695,0.0-2.2-0.23,,1,1,2790,,,0.9187500000000001,,,,test,,j
51,1644932838069,15/02/2022 13:47:18,1644932837996,1,15/02/2022 14:47:17,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/pink.png,,,,image-keyboard-response,50,111521,0.0-2.2-2.23,,,1,2820,,1,0.9265306122448981,1.7037833333333334,,,test,,
52,1644932840931,15/02/2022 13:47:20,1644932840854,1,15/02/2022 14:47:20,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,637.2999999523163,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,51,114380,0.0-2.3-0.24,,1,1,2850,,,0.922,,,,test,,j
53,1644932843830,15/02/2022 13:47:23,1644932843745,1,15/02/2022 14:47:23,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,847.8000001907349,/task/320432/9/asset/pink.png,,, ,image-keyboard-response,52,117270,0.0-2.3-2.24,,,1,2880,1,1,0.9294117647058823,1.7996,,,test,, 
54,1644932846755,15/02/2022 13:47:26,1644932846662,1,15/02/2022 14:47:26,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,580.6000001430511,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,53,120187,0.0-2.3-0.25,,1,1,2910,,,0.9249999999999999,,,,test,,j
55,1644932849700,15/02/2022 13:47:29,1644932849611,1,15/02/2022 14:47:29,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/red.png,,,,image-keyboard-response,54,123137,0.0-2.3-2.25,,,1,2940,,1,0.9320754716981132,1.8973666666666666,,,test,,
56,1644932852685,15/02/2022 13:47:32,1644932852587,1,15/02/2022 14:47:32,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,664.3999998569489,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,55,126113,0.0-2.3-0.26,,1,1,2970,,,0.9277777777777777,,,,test,,f
57,1644932855670,15/02/2022 13:47:35,1644932855595,1,15/02/2022 14:47:35,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,890.4000000953674,/task/320432/9/asset/red.png,,, ,image-keyboard-response,56,129121,0.0-2.3-2.26,,,1,3000,1,1,0.9345454545454546,1.9971,,,test,, 
58,1644932858719,15/02/2022 13:47:38,1644932858635,1,15/02/2022 14:47:38,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,614.5999999046326,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,57,132160,0.0-2.3-0.27,,1,1,3030,,,0.9303571428571429,,,,test,,j
59,1644932861786,15/02/2022 13:47:41,1644932861701,1,15/02/2022 14:47:41,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/yellow.png,,,,image-keyboard-response,58,135227,0.0-2.3-2.27,,,1,3060,,1,0.9368421052631579,2.098866666666667,,,test,,
60,1644932864880,15/02/2022 13:47:44,1644932864800,1,15/02/2022 14:47:44,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,607.7999999523163,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,59,138325,0.0-2.3-0.28,,1,1,3090,,,0.9327586206896551,,,,test,,j
61,1644932868019,15/02/2022 13:47:48,1644932867931,1,15/02/2022 14:47:47,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/red.png,,,,image-keyboard-response,60,141456,0.0-2.3-2.28,,,1,3120,,1,0.9389830508474577,2.2027,,,test,,
62,1644932871176,15/02/2022 13:47:51,1644932871093,1,15/02/2022 14:47:51,73265,15,task-v1am,,19459975,BLIND,5767796,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 94.0.992.47,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,764,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,61,144619,0.0-2.3-0.29,,1,1,3150,,,0.935,,,,test,,f
