Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,timelimit,reset,
11,1644937518609,15/02/2022 15:05:18,1644937523827,1,15/02/2022 16:05:23,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,39,3,1,Screen 1,Zone1,timelimit_screen,8998.072,,,,,0,1,0,,,1,,1,demonstration,9000,250,
12,1644937518999,15/02/2022 15:05:18,1644937524220,1,15/02/2022 16:05:24,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,39,3,2,Screen 2,advancementZone,response_keyboard_single,356.9000000022352,,,spacebar,1,0,1,0,,,,,1,demonstration,9000,250,
13,1644937519996,15/02/2022 15:05:19,1644937525211,1,15/02/2022 16:05:25,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,39,3,3,Screen 3,advancementZone,timelimit_screen,1001.4789999999994,,,,,0,1,0,,,1,,1,demonstration,9000,250,
14,1644937520246,15/02/2022 15:05:20,1644937525461,1,15/02/2022 16:05:25,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,39,3,5,end,Zone1,timelimit_screen,250.44800000000032,,,,,0,1,0,,,1,,1,demonstration,9000,250,
15,1644937525260,15/02/2022 15:05:25,1644937530471,1,15/02/2022 16:05:30,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,36,4,1,Screen 1,Zone1,timelimit_screen,5008.218000000001,,,,,0,1,0,,,1,,1,demonstration,5000,250,
16,1644937525655,15/02/2022 15:05:25,1644937530874,1,15/02/2022 16:05:30,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,36,4,2,Screen 2,advancementZone,response_keyboard_single,367.80000000074506,,,spacebar,1,0,1,0,,,,,1,demonstration,5000,250,
17,1644937526666,15/02/2022 15:05:26,1644937531874,1,15/02/2022 16:05:31,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,36,4,3,Screen 3,advancementZone,timelimit_screen,1001.643,,,,,0,1,0,,,1,,1,demonstration,5000,250,
18,1644937526916,15/02/2022 15:05:26,1644937532123,1,15/02/2022 16:05:32,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,36,4,5,end,Zone1,timelimit_screen,250.69800000000032,,,,,0,1,0,,,1,,1,demonstration,5000,250,
19,1644937536915,15/02/2022 15:05:36,1644937542124,1,15/02/2022 16:05:42,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,10,5,1,Screen 1,Zone1,timelimit_screen,9999.462,,,,,0,1,0,,,1,,1,demonstration,10000,250,
20,1644937537343,15/02/2022 15:05:37,1644937542558,1,15/02/2022 16:05:42,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,10,5,2,Screen 2,advancementZone,response_keyboard_single,400.69999999925494,,,spacebar,1,0,1,0,,,,,1,demonstration,10000,250,
21,1644937538353,15/02/2022 15:05:38,1644937543557,1,15/02/2022 16:05:43,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,10,5,3,Screen 3,advancementZone,timelimit_screen,1001.6450000000041,,,,,0,1,0,,,1,,1,demonstration,10000,250,
22,1644937538593,15/02/2022 15:05:38,1644937543808,1,15/02/2022 16:05:43,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,10,5,5,end,Zone1,timelimit_screen,250.60599999999977,,,,,0,1,0,,,1,,1,demonstration,10000,250,
23,1644937548595,15/02/2022 15:05:48,1644937553809,1,15/02/2022 16:05:53,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,20,6,1,Screen 1,Zone1,timelimit_screen,9999.593999999997,,,,,0,1,0,,,1,,1,demonstration,10000,250,
24,1644937548986,15/02/2022 15:05:48,1644937554204,1,15/02/2022 16:05:54,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,20,6,2,Screen 2,advancementZone,response_keyboard_single,362.0999999977648,,,spacebar,1,0,1,0,,,,,1,demonstration,10000,250,
25,1644937549986,15/02/2022 15:05:49,1644937555195,1,15/02/2022 16:05:55,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,20,6,3,Screen 3,advancementZone,timelimit_screen,1001.5330000000031,,,,,0,1,0,,,1,,1,demonstration,10000,250,
26,1644937550251,15/02/2022 15:05:50,1644937555445,1,15/02/2022 16:05:55,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,20,6,5,end,Zone1,timelimit_screen,250.60900000000402,,,,,0,1,0,,,1,,1,demonstration,10000,250,
27,1644937555255,15/02/2022 15:05:55,1644937560454,1,15/02/2022 16:06:00,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,16,7,1,Screen 1,Zone1,timelimit_screen,5008.179999999993,,,,,0,1,0,,,1,,1,demonstration,5000,250,
28,1644937555645,15/02/2022 15:05:55,1644937560860,1,15/02/2022 16:06:00,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,16,7,2,Screen 2,advancementZone,response_keyboard_single,371.19999999925494,,,spacebar,1,0,1,0,,,,,1,demonstration,5000,250,
29,1644937556642,15/02/2022 15:05:56,1644937561856,1,15/02/2022 16:06:01,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,16,7,3,Screen 3,advancementZone,timelimit_screen,1001.666999999994,,,,,0,1,0,,,1,,1,demonstration,5000,250,
30,1644937556895,15/02/2022 15:05:56,1644937562106,1,15/02/2022 16:06:02,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,16,7,5,end,Zone1,timelimit_screen,250.52000000000407,,,,,0,1,0,,,1,,1,demonstration,5000,250,
31,1644937564911,15/02/2022 15:06:04,1644937570106,1,15/02/2022 16:06:10,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,18,8,1,Screen 1,Zone1,timelimit_screen,7996.332000000002,,,,,0,1,0,,,1,,1,demonstration,8000,250,
32,1644937565274,15/02/2022 15:06:05,1644937570492,1,15/02/2022 16:06:10,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,18,8,2,Screen 2,advancementZone,response_keyboard_single,355.29999999701977,,,spacebar,1,0,1,0,,,,,1,demonstration,8000,250,
33,1644937566275,15/02/2022 15:06:06,1644937571489,1,15/02/2022 16:06:11,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,18,8,3,Screen 3,advancementZone,timelimit_screen,1001.7409999999945,,,,,0,1,0,,,1,,1,demonstration,8000,250,
34,1644937566525,15/02/2022 15:06:06,1644937571739,1,15/02/2022 16:06:11,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,18,8,5,end,Zone1,timelimit_screen,250.49200000001292,,,,,0,1,0,,,1,,1,demonstration,8000,250,
35,1644937575577,15/02/2022 15:06:15,1644937580738,1,15/02/2022 16:06:20,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,19,9,1,Screen 1,Zone1,timelimit_screen,8997.925999999992,,,,,0,1,0,,,1,,1,demonstration,9000,250,
36,1644937575953,15/02/2022 15:06:15,1644937581180,1,15/02/2022 16:06:21,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,19,9,2,Screen 2,advancementZone,response_keyboard_single,408.9000000022352,,,spacebar,1,0,1,0,,,,,1,demonstration,9000,250,
37,1644937576976,15/02/2022 15:06:16,1644937582174,1,15/02/2022 16:06:22,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,19,9,3,Screen 3,advancementZone,timelimit_screen,1001.4920000000129,,,,,0,1,0,,,1,,1,demonstration,9000,250,
38,1644937577207,15/02/2022 15:06:17,1644937582423,1,15/02/2022 16:06:22,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,19,9,5,end,Zone1,timelimit_screen,250.58299999999872,,,,,0,1,0,,,1,,1,demonstration,9000,250,
39,1644937586211,15/02/2022 15:06:26,1644937591422,1,15/02/2022 16:06:31,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,9,10,1,Screen 1,Zone1,timelimit_screen,8998.016999999993,,,,,0,1,0,,,1,,1,demonstration,9000,250,
40,1644937586633,15/02/2022 15:06:26,1644937591852,1,15/02/2022 16:06:31,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,9,10,2,Screen 2,advancementZone,response_keyboard_single,398.19999999925494,,,spacebar,1,0,1,0,,,,,1,demonstration,9000,250,
41,1644937587790,15/02/2022 15:06:27,1644937592841,1,15/02/2022 16:06:32,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,9,10,3,Screen 3,advancementZone,timelimit_screen,1001.6399999999994,,,,,0,1,0,,,1,,1,demonstration,9000,250,
42,1644937587945,15/02/2022 15:06:27,1644937593091,1,15/02/2022 16:06:33,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,9,10,5,end,Zone1,timelimit_screen,250.44700000000012,,,,,0,1,0,,,1,,1,demonstration,9000,250,
43,1644937590885,15/02/2022 15:06:30,1644937596098,1,15/02/2022 16:06:36,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,15,11,1,Screen 1,Zone1,timelimit_screen,3004.926999999996,,,,,0,1,0,,,1,,1,demonstration,3000,250,
44,1644937591293,15/02/2022 15:06:31,1644937596506,1,15/02/2022 16:06:36,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,15,11,2,Screen 2,advancementZone,response_keyboard_single,376.5,,,spacebar,1,0,1,0,,,,,1,demonstration,3000,250,
45,1644937592293,15/02/2022 15:06:32,1644937597498,1,15/02/2022 16:06:37,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,15,11,3,Screen 3,advancementZone,timelimit_screen,1001.6379999999917,,,,,0,1,0,,,1,,1,demonstration,3000,250,
46,1644937592543,15/02/2022 15:06:32,1644937597750,1,15/02/2022 16:06:37,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,15,11,5,end,Zone1,timelimit_screen,250.44200000001,,,,,0,1,0,,,1,,1,demonstration,3000,250,
47,1644937595528,15/02/2022 15:06:35,1644937600755,1,15/02/2022 16:06:40,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,25,12,1,Screen 1,Zone1,timelimit_screen,3005.077999999994,,,,,0,1,0,,,1,,1,demonstration,3000,250,
48,1644937595944,15/02/2022 15:06:35,1644937601163,1,15/02/2022 16:06:41,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,25,12,2,Screen 2,advancementZone,response_keyboard_single,374.8999999985099,,,spacebar,1,0,1,0,,,,,1,demonstration,3000,250,
49,1644937596934,15/02/2022 15:06:36,1644937602157,1,15/02/2022 16:06:42,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,25,12,3,Screen 3,advancementZone,timelimit_screen,1001.625,,,,,0,1,0,,,1,,1,demonstration,3000,250,
50,1644937597180,15/02/2022 15:06:37,1644937602407,1,15/02/2022 16:06:42,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,25,12,5,end,Zone1,timelimit_screen,250.44899999999325,,,,,0,1,0,,,1,,1,demonstration,3000,250,
51,1644937601199,15/02/2022 15:06:41,1644937606414,1,15/02/2022 16:06:46,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,4,13,1,Screen 1,Zone1,timelimit_screen,4006.577000000005,,,,,0,1,0,,,1,,1,demonstration,4000,250,
52,1644937601636,15/02/2022 15:06:41,1644937606860,1,15/02/2022 16:06:46,73265,15,task-6xhv,,19464135,BLIND,5768707,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Chromium OS 14324.80.0,Chrome 97.0.4692.102,1080x675,1620x786,Part 1 completed,PVT-2,9,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,4,13,2,Screen 2,advancementZone,response_keyboard_single,410.80000000074506,,,spacebar,1,0,1,0,,,,,1,demonstration,4000,250,
