Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,timelimit,reset,
11,1647697219211,19/03/2022 13:40:19,1647697219166,1,19/03/2022 14:40:19,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,29,3,1,Screen 1,Zone1,timelimit_screen,8995,,,,,0,1,0,,,1,,1,demonstration,9000,250,
12,1647697219615,19/03/2022 13:40:19,1647697219594,1,19/03/2022 14:40:19,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,29,3,2,Screen 2,advancementZone,response_keyboard_single,419.0000000000073,,,spacebar,1,0,1,0,,,,,1,demonstration,9000,250,
13,1647697220606,19/03/2022 13:40:20,1647697220583,1,19/03/2022 14:40:20,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,29,3,3,Screen 3,advancementZone,timelimit_screen,1001,,,,,0,1,0,,,1,,1,demonstration,9000,250,
14,1647697220849,19/03/2022 13:40:20,1647697220833,1,19/03/2022 14:40:20,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,29,3,5,end,Zone1,timelimit_screen,250,,,,,0,1,0,,,1,,1,demonstration,9000,250,
15,1647697220964,19/03/2022 13:40:20,1647697220934,1,19/03/2022 14:40:20,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,12,4,1,Screen 1,advancementZone,response_keyboard_single,77.99999999999272,,,spacebar,1,1,0,0,,,,,1,demonstration,2000,250,
16,1647697223847,19/03/2022 13:40:23,1647697223821,1,19/03/2022 14:40:23,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,12,4,4,warning,advancementZone,continue_button,2880,,,,,0,1,0,,,,,1,demonstration,2000,250,
17,1647697224332,19/03/2022 13:40:24,1647697224055,1,19/03/2022 14:40:24,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,12,4,5,end,Zone1,timelimit_screen,250,,,,,0,1,0,,,1,,1,demonstration,2000,250,
18,1647697234079,19/03/2022 13:40:34,1647697234050,1,19/03/2022 14:40:34,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,30,5,1,Screen 1,Zone1,timelimit_screen,9995,,,,,0,1,0,,,1,,1,demonstration,10000,250,
19,1647697234507,19/03/2022 13:40:34,1647697234464,1,19/03/2022 14:40:34,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,30,5,2,Screen 2,advancementZone,response_keyboard_single,403,,,spacebar,1,0,1,0,,,,,1,demonstration,10000,250,
20,1647697235476,19/03/2022 13:40:35,1647697235450,1,19/03/2022 14:40:35,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,30,5,3,Screen 3,advancementZone,timelimit_screen,1000,,,,,0,1,0,,,1,,1,demonstration,10000,250,
21,1647697235736,19/03/2022 13:40:35,1647697235699,1,19/03/2022 14:40:35,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,30,5,5,end,Zone1,timelimit_screen,249,,,,,0,1,0,,,1,,1,demonstration,10000,250,
22,1647697239738,19/03/2022 13:40:39,1647697239706,1,19/03/2022 14:40:39,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,34,6,1,Screen 1,Zone1,timelimit_screen,4007,,,,,0,1,0,,,1,,1,demonstration,4000,250,
23,1647697240159,19/03/2022 13:40:40,1647697240128,1,19/03/2022 14:40:40,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,34,6,2,Screen 2,advancementZone,response_keyboard_single,412,,,spacebar,1,0,1,0,,,,,1,demonstration,4000,250,
24,1647697241147,19/03/2022 13:40:41,1647697241123,1,19/03/2022 14:40:41,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,34,6,3,Screen 3,advancementZone,timelimit_screen,1001,,,,,0,1,0,,,1,,1,demonstration,4000,250,
25,1647697241394,19/03/2022 13:40:41,1647697241373,1,19/03/2022 14:40:41,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,34,6,5,end,Zone1,timelimit_screen,250,,,,,0,1,0,,,1,,1,demonstration,4000,250,
26,1647697251392,19/03/2022 13:40:51,1647697251369,1,19/03/2022 14:40:51,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,40,7,1,Screen 1,Zone1,timelimit_screen,9996,,,,,0,1,0,,,1,,1,demonstration,10000,250,
27,1647697251784,19/03/2022 13:40:51,1647697251758,1,19/03/2022 14:40:51,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,40,7,2,Screen 2,advancementZone,response_keyboard_single,378.99999999998545,,,spacebar,1,0,1,0,,,,,1,demonstration,10000,250,
28,1647697252788,19/03/2022 13:40:52,1647697252753,1,19/03/2022 14:40:52,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,40,7,3,Screen 3,advancementZone,timelimit_screen,1001,,,,,0,1,0,,,1,,1,demonstration,10000,250,
29,1647697253022,19/03/2022 13:40:53,1647697253003,1,19/03/2022 14:40:53,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,40,7,5,end,Zone1,timelimit_screen,250,,,,,0,1,0,,,1,,1,demonstration,10000,250,
30,1647697255069,19/03/2022 13:40:55,1647697255010,1,19/03/2022 14:40:55,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,22,8,1,Screen 1,Zone1,timelimit_screen,2007,,,,,0,1,0,,,1,,1,demonstration,2000,250,
31,1647697255483,19/03/2022 13:40:55,1647697255447,1,19/03/2022 14:40:55,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,22,8,2,Screen 2,advancementZone,response_keyboard_single,428.99999999998545,,,spacebar,1,0,1,0,,,,,1,demonstration,2000,250,
32,1647697256476,19/03/2022 13:40:56,1647697256443,1,19/03/2022 14:40:56,73265,15,task-1lhj,,20556735,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1277x673,Part 1 completed,PVT-1,10,Part 1 completed,,Accuracy_level_1,Spreadsheet1,Spreadsheet1,22,8,3,Screen 3,advancementZone,timelimit_screen,1001,,,,,0,1,0,,,1,,1,demonstration,2000,250,
